trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
105,False,"{'a': 0.9, 'e': 9.070294784580499e-05}",25,14,18.2706806898069,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.9, 'e': 8.8999644001424e-05}",30,15,31.525177840446183,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.9, 'e': 8.734387282732117e-05}",20,0,28.65088855625277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
108,False,"{'a': 0.9, 'e': 8.573388203017832e-05}",20,3,23.978447465171104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.9, 'e': 8.416799932665601e-05}",25,17,16.17620047881527,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.9, 'e': 8.264462809917356e-05}",20,9,20.199592258802053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.9, 'e': 8.116224332440549e-05}",25,18,12.554367379566644,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.9, 'e': 7.971938775510203e-05}",20,8,8.790920877450322,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.9, 'e': 7.831466833737959e-05}",25,4,34.63315557293335,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.9, 'e': 7.694675284702985e-05}",30,14,25.958336268190422,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.9, 'e': 7.561436672967863e-05}",20,14,8.33542232718948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.9, 'e': 7.431629013079666e-05}",35,24,17.39589278751283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.9, 'e': 7.305135510263716e-05}",30,0,-0.7196666869440613,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
118,False,"{'a': 0.9, 'e': 7.181844297615628e-05}",25,5,36.249760730153646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.9, 'e': 7.06164818868724e-05}",30,18,19.14100955438063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.9, 'e': 6.944444444444444e-05}",25,12,22.61813816602539,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.9, 'e': 6.830134553650706e-05}",25,18,15.479582941071603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.9, 'e': 6.718624025799516e-05}",30,19,19.898251624012715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.9, 'e': 6.609822195782933e-05}",20,12,-26.892523395477987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.9, 'e': 6.503642039542144e-05}",20,3,17.341906517140266,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.9, 'e': 6.4e-05}",25,16,15.479387494999694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.9, 'e': 6.298815822625347e-05}",25,3,9.108985056768315,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
127,False,"{'a': 0.9, 'e': 6.2000124000248e-05}",35,23,22.518862465053065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.9, 'e': 6.103515625e-05}",20,7,20.86698855054843,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.9, 'e': 6.009254251547383e-05}",25,1,36.60769388031706,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.9, 'e': 5.9171597633136094e-05}",20,0,31.878117394071232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.9, 'e': 5.8271662490530857e-05}",35,25,19.176366837357264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.9, 'e': 5.73921028466483e-05}",20,6,22.115617882132575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.9, 'e': 5.6532308214144386e-05}",25,9,26.984791455849155,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.9, 'e': 5.569169079973268e-05}",20,8,-6.16162263275541,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
135,False,"{'a': 0.9, 'e': 5.486968449931413e-05}",20,13,12.501778148113825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.9, 'e': 5.406574394463668e-05}",30,19,19.513525181073135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.9, 'e': 5.3279343598486864e-05}",20,9,22.615824068032722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.9, 'e': 5.250997689561016e-05}",20,5,26.409304512299194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.9, 'e': 5.175715542673774e-05}",20,8,20.147248132279312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.9, 'e': 5.102040816326531e-05}",25,13,21.634903960953256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.9, 'e': 5.02992807202857e-05}",20,14,-7.900049376205543,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
142,False,"{'a': 0.9, 'e': 4.959333465582226e-05}",20,0,27.793030921519662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
143,False,"{'a': 0.9, 'e': 4.8902146804244705e-05}",25,2,33.821386560168044,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.9, 'e': 4.8225308641975306e-05}",35,27,15.19029792796999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.9, 'e': 4.756242568370987e-05}",20,14,12.812012486162278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.9, 'e': 4.6913116907487336e-05}",25,0,31.86107096738831,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
147,False,"{'a': 0.9, 'e': 4.627701420704336e-05}",25,0,41.07514581396737,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.9, 'e': 4.565376186997809e-05}",20,13,12.936166824622859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.9, 'e': 4.504301608035674e-05}",25,16,16.238341923443215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
