trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
51,False,"{'a': 0.01, 'e': 0.8727445076457513}",25,0,-168.45675213482676,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
52,False,"{'a': 0.01, 'e': 0.8678191796776499}",20,0,-87.66192520688377,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.862807070514761}",25,0,-89.38728428056172,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
54,False,"{'a': 0.01, 'e': 0.8577086813638242}",30,0,-122.47220353613089,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.8525245220595057}",20,0,-52.44210306295168,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
56,False,"{'a': 0.01, 'e': 0.8472551110134161}",20,0,-139.61885844002566,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-24.08643708597498,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.8364626499151869}",20,0,-75.53961736951248,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.8309406791001636}",25,0,-190.81952693294105,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
60,False,"{'a': 0.01, 'e': 0.8253356149096783}",25,0,-158.51699977511825,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
61,False,"{'a': 0.01, 'e': 0.8196480178454795}",30,0,-84.44680712837724,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-23.24930843032852,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",30,0,-131.7220667563861,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",30,6,-73.33765083722521,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 1}",1
65,False,"{'a': 0.01, 'e': 0.7960837985490559}",20,0,-103.23129467110098,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",20,14,-19.538325217075325,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",25,2,-91.86537241649394,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 1}",1
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,2,-50.901936762928635,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",25,0,-149.55671433109347,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",35,0,-172.5026006109101,"{0: 24, 1: 1, 2: 6, 3: 1, 4: 3}",0
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",25,13,6.6029679678133695,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.751805729140895}",20,0,-131.14611026949126,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",25,0,-29.164081875104532,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",25,8,-63.90998571484178,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 0}",1
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",25,0,-56.57684953692372,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",25,0,-42.714659108355164,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
77,False,"{'a': 0.01, 'e': 0.7179106696109433}",30,1,-124.96091864514172,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 2}",1
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",20,0,-74.23362142929265,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522361}",30,15,-4.466372492575802,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
